X,Y,Label
9.868244641420507,4.293891889294584,1
7.156457020167211,4.036515715561758,1
4.240484943426494,3.112836251716792,0
8.718642608684895,3.1302168575258293,1
8.258964285559632,8.795996835057956,1
0.7599923601785141,1.7244513235779058,1
8.603072746447847,7.927181997226638,1
4.840302531829145,6.8739895009321295,1
8.980602878921127,5.940902606086361,1
3.7506759707560122,2.210524583605097,0
4.3361132222124805,7.452740642502693,1
4.005636201974179,7.741829069740149,1
5.174797129799034,8.044699905248272,1
6.196455589781894,2.3832837484920812,0
7.434065104916733,5.551772574863511,1
2.3024578028701703,7.476929922956224,1
7.80006450396934,4.599806503481361,1
0.8638626173955266,6.174497197983721,1
4.549256346018815,9.870018249418536,1
5.706136929969995,1.4617133641488644,1
6.576507239635897,2.650109954331418,0
3.940724273127766,4.762028839661402,1
7.365840979001238,2.5997502131589236,0
0.7007657396532518,4.3933179720821105,1
8.28981721730856,0.814673010061524,1
5.277610797754612,3.8589168780499925,0
4.084846609697317,5.923482725016983,1
4.626359020460365,1.4360348081658325,1
6.436905517909527,9.361700344261642,1
2.36200559930385,4.604000393245917,1
4.8208500001886945,2.8001234538825814,0
9.762476167369659,0.9438299955020812,1
1.467510174864436,3.499815553376603,1
8.60095935452361,2.142493486698535,1
3.698391091779606,6.208053177733877,1
9.45499750642364,8.821206100450443,1
7.44619624377737,5.456368987870782,1
8.70598167156708,3.6643285133423165,1
8.577294187607565,0.46172436481346946,1
6.527432948902799,1.2999457175127649,1
2.7218678830550855,1.708804839524285,1
3.112559626950717,2.785529333439589,0
9.673275797018743,8.065667125046025,1
0.4708104474731112,3.856852677603958,1
7.203239521107796,6.0753978437104195,1
6.310445122688115,8.662016190006968,1
1.3773640712844093,7.884443232041897,1
1.69287482613257,3.751891062650575,1
4.402748064474649,7.737252192714294,1
8.793886233202896,1.8075779309674966,1
4.669274705116541,1.3866856072636036,1
0.1558104190921772,9.355598481763796,1
9.27283454140797,7.470576404296261,1
4.687748569187616,9.04460135446222,1
