x1,x2,y
6.4880603175103255,5.333246266233221,1
7.307710937429594,8.933436748761718,1
7.530383694913217,5.251392565393455,1
6.815909095911166,9.145714712851907,1
4.115017848738387,1.2128740056834575,1
1.54875642166449,1.9254978665005062,1
4.813382509739311,3.6761788599517944,0
9.236813306478155,2.650481760315684,1
1.2860373054341123,2.841602808448822,0
8.643346127018978,1.0719151374102154,1
8.23479853406736,5.392864921639936,1
7.4253999535545026,9.05460402478235,1
8.02248338586947,4.49605271315055,1
6.211059875137417,9.53180141493192,1
8.24260468788609,6.244285890620455,1
8.67560663930352,2.974186114439703,1
9.682419641461443,6.540471948476324,1
7.612914271923353,0.3203198268033358,1
1.8957319364295377,4.465369640452983,0
1.6279177708199377,2.0059826591849683,0
1.7002972111559977,1.6152926453940752,1
7.952598576812143,0.2220024476326321,1
0.11234132559088783,8.30222102577869,0
3.8668939461339025,1.5356968121215209,1
3.758123566155307,7.676682585711733,1
1.1191225341154387,6.515170109675398,0
8.394120600141486,9.29384971382007,1
8.409645190160596,7.756477358968556,1
0.800254955104488,8.877727690344706,0
2.61904403528892,1.4205825399744088,1
0.5671367186603371,1.0797280021986444,1
4.522423135493224,5.638097121752489,1
5.2815764476937,1.0919369626448039,1
7.63367158203212,8.821917791588895,1
8.084229569408897,9.88699657961055,1
9.49709850287441,5.1047916214921285,1
0.30262896718373344,6.546810725818054,0
8.015060283587033,0.4317420241292069,1
6.362129336819099,1.982742276562971,1
0.2652804941002995,4.643171931145441,0
1.6244089396560601,4.795861701421316,0
2.06731807517494,8.75460006514592,1
4.782800455315764,0.8912401552704996,1
0.9575141253707042,0.07506441178433132,1
2.214687686644863,1.163129359054833,1
6.136586398881253,8.176926569166993,1
4.254933471946034,2.6031616352120137,0
1.5704288894766083,2.7259890971138856,0
9.265722909910307,5.4703165393021465,1
9.645967107424243,6.109345860180431,1
5.30895448008907,6.319404125813447,1
0.05694428900617332,6.99080740374967,0
9.368882784389584,6.812687345953748,1
2.683754274258816,7.519634983512118,1
1.262855367739112,5.371646243816066,0
6.908545420837101,1.6453635368378983,1
2.0509482709609306,7.915673651821838,0
7.389292658973208,3.8295341153717786,1
0.02414788397423484,0.7998742959852934,1
8.191112297104588,7.424783244648289,1
9.137175764033913,1.4615959386779453,1
9.882417399434276,6.045210587737591,1
1.387928137457366,6.689341810209855,0
3.7719463498297867,6.001043332551147,0
7.189616436521213,5.159547847914205,1
8.892580322563914,8.415583329831517,1
2.2590643321491575,2.8343552346561784,0
0.2555624969485015,3.627077872208976,0
9.647918860794066,3.9040100460832337,1
5.517620536972398,7.073056481895698,1
8.35808430821845,6.764234221491586,1
9.465472646551124,0.6916756476067865,1
4.466745561058812,6.972601316920906,1
4.10948298033661,8.90517439004849,1
2.2547145101544066,6.968087777025809,0
9.492957904196356,1.8344379904803831,1
7.0904359221692745,4.563406436899103,1
0.10821806227583775,1.366546902742134,1
9.020234822804369,5.674979033566217,1
5.57311026806863,7.753342414647339,1
5.367855863629672,0.7749476637242592,1
6.315461241320113,3.274746263064806,0
2.1298070834213476,9.340594227426854,1
6.673525307681106,2.545007016365256,0
7.032334274408529,3.9253477584575434,1
2.758511374813305,0.4797468266844196,1
4.251622187679793,4.082764539263769,0
4.024751230735546,3.2953617192885476,0
7.20646014803227,5.30372281304666,1
7.041651694301597,1.215040724623454,1
1.5298688683587969,4.081085896709769,0
7.461393229280291,7.813317482351236,1
